"","max_PM2.5","max_O3","max_PM10","Longitude","Latitude","Elevation","Land.Use_AGRICULTURAL","Land.Use_COMMERCIAL","Land.Use_INDUSTRIAL","Location.Setting_RURAL","Location.Setting_SUBURBAN"
"1876",6.15,0.023,11,-107.549444,43.081667,1800,0,0,1,1,0
"1877",47.7,0.022,28,-112.036298,40.496392,1496,0,0,0,0,1
"1878",4.35,0.024,6,-96.700769,43.54792,449,0,1,0,0,0
"1879",6.2,0.055,10,-118.130511,34.669739,742,0,1,0,0,0
"1880",12.3,0.051,22,-111.975524,41.206321,1321,0,0,0,0,0
"1881",2.6,0.041,7,-117.93845,33.83062,41,0,0,0,0,1
"1882",4.6,0.053,20,-119.77321,36.78538,100,0,1,0,0,0
"1883",1.4,0.04,9,-115.052942,36.048705,564,0,0,0,0,1
"1884",3.5,0.044,16,-95.257593,29.733726,13,0,0,1,0,0
"1885",3.2,0.025,7,-86.815,33.553056,180,0,1,0,0,0
"1886",7.9,0.065,19,-109.455315,47.048537,1250,0,1,0,1,0
"1887",5.4,0.05,31,-101.571583,47.940861,626,1,0,0,1,0
"1888",6,0.035,8,-78.915,40.309722,357,0,1,0,0,0
"1889",5.35,0.064,21,-112.036298,40.496392,1496,0,0,0,0,1
"1890",5.5,0.067,19,-80.038611,42.14175,192,0,1,0,0,1
"1891",8.26666666666667,0.051,35,-75.4325,40.611944,117,0,1,0,0,1
"1892",13.7,0.066,29,-111.975524,41.206321,1321,0,0,0,0,0
"1893",25.9,0.046,57,-80.226438,36.110693,279,0,0,0,0,0
"1894",6,0.039,13,-114.021499,46.842181,969,0,0,0,0,1
"1895",6,0.034,12,-120.994212,37.642165,29,0,1,0,0,0
"1896",7.4,0.053,20,-92.042908,30.22611,15,0,1,0,0,1
"1897",8.7,0.044,23,-112.19193,33.57453,359,0,0,0,1,0
"1898",12.5,0.03,11,-116.944222,32.789561,144,0,1,0,0,1
"1899",14.2,0.021,27,-80.226438,36.110693,279,0,0,0,0,0
"1900",9.8,0.045,17,-75.4325,40.611944,117,0,1,0,0,1
"1901",3.9,0.031,8,-86.815,33.553056,180,0,1,0,0,0
"1902",1.85,0.045,14,-102.4018,48.64193,681,1,0,0,1,0
"1903",1,0.041,0,-96.707208,42.751518,352,1,0,0,1,0
"1904",15.25,0.006,8,-112.14256,33.48378,332,0,0,0,0,1
"1905",16.4,0.069,53,-96.85535,46.933754,271,1,0,0,0,1
"1906",10.5,0.051,37,-111.872222,40.736389,1304,0,0,0,0,1
"1907",5.8,0.048,6,-111.872222,40.736389,1304,0,0,0,0,1
"1908",6.7,0.015,13,-120.994212,37.642165,29,0,1,0,0,0
"1909",3.85,0.049,17,-77.013178,38.921847,56,0,1,0,0,0
"1910",5.75,0.037,7,-95.973142,41.247486,374,0,0,0,0,1
"1911",29.2,0.001,31,-120.6693,35.25651,42,0,1,0,0,0
"1912",9.4,0.034,19,-101.571583,47.940861,626,1,0,0,1,0
"1913",6.3,0.026,22,-109.455315,47.048537,1250,0,1,0,1,0
"1914",7.8,0.043,14.5,-101.766944,47.298611,601,1,0,0,1,0
"1915",3.5,0.055,8,-87.913504,43.060975,209,0,1,0,0,0
"1916",9.8,0.038,13,-85.89804,38.06091,135,0,0,0,0,1
"1917",2.7,0.035,3,-94.635605,39.117219,273,0,0,0,0,0
"1918",6.6,0.055,24.5,-117.4924,33.99636,231,0,0,0,0,1
"1919",4.4,0.029,9,-119.143182,34.25239,39,0,0,0,1,0
"1920",11.5,0.054,21,-78.915,40.309722,357,0,1,0,0,0
"1921",9.2,0.049,17,-97.475083,35.614131,355,0,0,0,0,1
"1922",25.3,0.067,33,-90.395904,38.448672,161,0,0,0,0,1
"1923",9.8,0.047,18,-106.584434,31.796218,1156,0,0,0,0,1
"1924",7.8,0.046,15,-119.77321,36.78538,100,0,1,0,0,0
"1925",1.5,0.025,7,-78.915,40.309722,357,0,1,0,0,0
"1926",5.1,0.03,9,-78.915,40.309722,357,0,1,0,0,0
"1927",5.4,0.035,7,-119.143182,34.25239,39,0,0,0,1,0
"1928",9.2,0.028,15,-111.975524,41.206321,1321,0,0,0,0,0
"1929",-0.3,0.04,0,-76.283333,40.046667,107,0,0,1,0,1
"1930",4.46666666666667,0.049,24.5,-112.095767,33.503833,343,0,0,0,0,0
"1931",12.2,0.05,18,-112.07526,33.40314,325,0,0,0,0,0
"1932",7.1,0.055,31.5,-72.902871,41.3014,2,0,1,0,0,0
"1933",7,0.036,33,-101.766944,47.298611,601,1,0,0,1,0
"1934",4,0.038,19,-100.76821,46.825425,566,0,0,0,0,1
"1935",8.9,0.033,16,-111.663056,40.253611,1426,0,1,0,0,0
"1936",3.6,0.041,18,-103.2995,47.5812,602,1,0,0,1,0
"1937",5.25,0.045,11,-106.5852,35.1343,1591,0,0,0,0,0
"1938",-1.4,0.046,15,-119.643447,36.31567,76,0,0,0,0,1
"1939",4.9,0.055,14,-90.587611,41.530011,222,0,0,0,0,0
"1940",7.3,0.045,32,-93.207615,45.13768,277,0,1,0,0,1
"1941",20.6,0.058,34,-111.975524,41.206321,1321,0,0,0,0,0
"1942",2.7,0.027,3,-117.32554,34.510961,913,0,0,0,0,1
"1943",13,0.035,13,-119.643447,36.31567,76,0,0,0,0,1
"1944",8.5,0.033,19,-109.455315,47.048537,1250,0,1,0,1,0
"1945",15.7,0.065,24,-114.61444,32.690278,60,0,1,0,0,0
"1946",2,0.037,6,-97.475083,35.614131,355,0,0,0,0,1
"1947",10.6,0.018,26,-95.47594,37.67696,304,0,0,0,0,1
"1948",6.4,0.046,26,-109.455315,47.048537,1250,0,1,0,1,0
"1949",5.6,0.053,43,-103.2995,47.5812,602,1,0,0,1,0
"1950",17.6,0.076,36,-121.618549,39.138773,18,0,1,0,0,1
"1951",7.6,0.045,33,-120.034203,36.953256,85,0,1,0,0,1
"1952",4,0.038,9.66666666666667,-117.4924,33.99636,231,0,0,0,0,1
"1953",4,0.049,9,-115.48307,32.67618,2.29519867897034,0,0,0,0,1
"1954",6,0.036,6,-119.691218,34.427775,24,0,0,0,0,0
"1955",5.3,0.031,5,-119.71877,39.621434,1371,0,0,0,0,1
"1956",5.7,0.057,14,-96.707208,42.751518,352,1,0,0,1,0
"1957",6.65,0.041,8,-107.119184,41.783389,2016,0,0,0,0,1
"1958",6.9,0.031,24,-92.042908,30.22611,15,0,1,0,0,1
"1959",10.4,0.025,12,-93.207615,45.13768,277,0,1,0,0,1
"1960",7,0.033,25,-119.716433,36.819449,112,0,0,0,0,0
"1961",9.2,0.065,27,-81.3625,28.596389,27,0,1,0,0,0
"1962",1.9,0.039,4,-118.130511,34.669739,742,0,1,0,0,0
"1963",8.1,0.078,23,-96.85535,46.933754,271,1,0,0,0,1
"1964",5.9,0.036,11,-93.299894,37.256137,385,0,0,0,0,1
"1965",1.8,0.024,25,-87.913504,43.060975,209,0,1,0,0,0
"1966",5.9,0.043,16,-75.4325,40.611944,117,0,1,0,0,1
"1967",7.4,0.034,14,-117.67593,33.63003,143,0,0,0,0,1
"1968",3.4,0.035,10,-95.973142,41.247486,374,0,0,0,0,1
"1969",6.4,0.03,8,-100.76821,46.825425,566,0,0,0,0,1
"1970",5.9,0.066,17,-119.77321,36.78538,100,0,1,0,0,0
"1971",9.4,0.051,55,-94.167457,32.668987,77,1,0,0,1,0
"1972",8.8,0.048,12,-124.17949,40.77678,22,0,0,0,0,1
"1973",12.5,0.042,36,-121.618549,39.138773,18,0,1,0,0,1
"1974",4.2,0.027,10,-101.428056,47.185833,621,1,0,0,1,0
"1975",7.15,0.032,13,-112.07526,33.40314,325,0,0,0,0,0
"1976",14.4,0.027,20,-86.114444,39.810833,233,0,0,0,0,1
"1977",9.9,0.033,19.5,-120.435611,34.942872,70,0,1,0,0,0
"1978",-1,0.04,5,-72.902871,41.3014,2,0,1,0,0,0
"1979",3.5,0.036,7,-107.119184,41.783389,2016,0,0,0,0,1
"1980",6,0.027,9,-119.77321,36.78538,100,0,1,0,0,0
"1981",11.6,0.077,72.5,-120.034203,36.953256,85,0,1,0,0,1
"1982",8.7,0.045,8,-96.807299,44.348604,499,1,0,0,1,0
"1983",6.9,0.054,63,-80.169943,40.375644,364,0,0,0,0,1
"1984",-0.6,0.037,10,-80.038611,42.14175,192,0,1,0,0,1
"1985",5.4,0.039,8,-95.973142,41.247486,374,0,0,0,0,1
"1986",5.6,0.0195,5,-115.078742,36.141875,543,0,0,0,0,0
"1987",13.7,0.027,56,-93.299894,37.256137,385,0,0,0,0,1
"1988",5.4,0.034,16,-115.122953,36.191251,571,0,1,0,0,0
"1989",6.7,0.058,34,-121.49311,38.56844,8,0,0,0,0,0
"1990",9.55,0.036,13,-82.0224,33.4339,49,0,0,0,0,1
"1991",3.4,0.038,18,-95.976537,36.204902,201,0,0,0,0,0
"1992",7.4,0.039,17,-107.119184,41.783389,2016,0,0,0,0,1
"1993",4.6,0.047,38,-77.013178,38.921847,56,0,1,0,0,0
"1994",7.55,0.058,27,-111.86536,33.41018,370,0,1,0,0,1
"1995",9.05,0.046,15,-120.4575,34.63782,34,0,1,0,0,0
"1996",2.7,0.04,4,-92.281296,34.756189,84,0,1,0,0,0
"1997",6.8,0.049,23,-101.571583,47.940861,626,1,0,0,1,0
"1998",8,0.036,38,-97.475083,35.614131,355,0,0,0,0,1
"1999",4.2,0.044,18,-122.602877,45.496641,68,0,0,0,0,1
"2000",8.2,0.039,59,-106.65739,35.01708,1508,0,1,0,1,0
